cell,city,geometry,wkt
881e63852bfffff,Київ,"POLYGON ((30.356503037712145 50.45928869108215, 30.353341625273437 50.45529561327491, 30.357710292256105 50.4515123820945, 30.365239934492344 50.45172208369858, 30.368401753860148 50.45571499213014, 30.364033524172708 50.45949836833733, 30.356503037712145 50.45928869108215))","POLYGON ((30.356503037712145 50.45928869108215, 30.353341625273437 50.45529561327491, 30.357710292256105 50.4515123820945, 30.365239934492344 50.45172208369858, 30.368401753860148 50.45571499213014, 30.364033524172708 50.45949836833733, 30.356503037712145 50.45928869108215))"
881e748591fffff,Луцьк,"POLYGON ((25.36337731122413 50.77086041109365, 25.36046077647194 50.76673828748152, 25.365148818064693 50.763147505299955, 25.37275312667487 50.76367867434299, 25.375670220024134 50.767800656460935, 25.370982446274216 50.77139161104023, 25.36337731122413 50.77086041109365))","POLYGON ((25.36337731122413 50.77086041109365, 25.36046077647194 50.76673828748152, 25.365148818064693 50.763147505299955, 25.37275312667487 50.76367867434299, 25.375670220024134 50.767800656460935, 25.370982446274216 50.77139161104023, 25.36337731122413 50.77086041109365))"
881e297557fffff,Рава-Руська,"POLYGON ((23.617800202026007 50.23293538010841, 23.61500424487128 50.228736107595864, 23.619748450156667 50.22518733807519, 23.627288411881896 50.22583766513941, 23.630084965845043 50.23003681023987, 23.62534096137692 50.23358575570037, 23.617800202026007 50.23293538010841))","POLYGON ((23.617800202026007 50.23293538010841, 23.61500424487128 50.228736107595864, 23.619748450156667 50.22518733807519, 23.627288411881896 50.22583766513941, 23.630084965845043 50.23003681023987, 23.62534096137692 50.23358575570037, 23.617800202026007 50.23293538010841))"
881e091059fffff,Великий Бичків,"POLYGON ((24.002842492627327 47.97636051683511, 24.00010884050892 47.97204145573915, 24.004691921194183 47.968370196829184, 24.01200845195694 47.9690178309525, 24.014742656211233 47.97333676571345, 24.010159777661066 47.97700819269743, 24.002842492627327 47.97636051683511))","POLYGON ((24.002842492627327 47.97636051683511, 24.00010884050892 47.97204145573915, 24.004691921194183 47.968370196829184, 24.01200845195694 47.9690178309525, 24.014742656211233 47.97333676571345, 24.010159777661066 47.97700819269743, 24.002842492627327 47.97636051683511))"
881e734b05fffff,Чернівці,"POLYGON ((25.94167901127935 48.273117886940675, 25.938829313791633 48.2688652636161, 25.94332932597938 48.26513367868557, 25.950678766052647 48.265654555475706, 25.95352897016155 48.269907037217045, 25.949029227674345 48.27363878376071, 25.94167901127935 48.273117886940675))","POLYGON ((25.94167901127935 48.273117886940675, 25.938829313791633 48.2688652636161, 25.94332932597938 48.26513367868557, 25.950678766052647 48.265654555475706, 25.95352897016155 48.269907037217045, 25.949029227674345 48.27363878376071, 25.94167901127935 48.273117886940675))"
881e7658edfffff,Дрогобич,"POLYGON ((23.52492803325457 49.360642920908056, 23.522170675027624 49.35639014600396, 23.526863000524468 49.35280246934184, 23.534312491590736 49.353467394382335, 23.537070434842903 49.357720044537515, 23.532378302102128 49.36130789441322, 23.52492803325457 49.360642920908056))","POLYGON ((23.52492803325457 49.360642920908056, 23.522170675027624 49.35639014600396, 23.526863000524468 49.35280246934184, 23.534312491590736 49.353467394382335, 23.537070434842903 49.357720044537515, 23.532378302102128 49.36130789441322, 23.52492803325457 49.360642920908056))"
881e63b129fffff,Київ,"POLYGON ((30.585913872343166 50.442036448196944, 30.58274236314587 50.43804980652821, 30.58709500622283 50.43425837914549, 30.594618714086923 50.43445345001451, 30.597790622917277 50.438439921322015, 30.593438424360393 50.442231492125465, 30.585913872343166 50.442036448196944))","POLYGON ((30.585913872343166 50.442036448196944, 30.58274236314587 50.43804980652821, 30.58709500622283 50.43425837914549, 30.594618714086923 50.43445345001451, 30.597790622917277 50.438439921322015, 30.593438424360393 50.442231492125465, 30.585913872343166 50.442036448196944))"
881e63b283fffff,Бровари,"POLYGON ((30.769047408203004 50.50516047219382, 30.765864465170498 50.50118369177466, 30.770208945244956 50.49738942688794, 30.777735917238 50.497571799969386, 30.7809192549195 50.501548409192104, 30.776575226069145 50.50534281653335, 30.769047408203004 50.50516047219382))","POLYGON ((30.769047408203004 50.50516047219382, 30.765864465170498 50.50118369177466, 30.770208945244956 50.49738942688794, 30.777735917238 50.497571799969386, 30.7809192549195 50.501548409192104, 30.776575226069145 50.50534281653335, 30.769047408203004 50.50516047219382))"
881e0dd869fffff,Великий Березний,"POLYGON ((22.45641717768274 48.89768186598962, 22.45373848075687 48.8933775792409, 22.45845289364251 48.88981118202078, 22.465845850919656 48.89054889712827, 22.468525151666825 48.89485306899134, 22.463810891409874 48.89841964064572, 22.45641717768274 48.89768186598962))","POLYGON ((22.45641717768274 48.89768186598962, 22.45373848075687 48.8933775792409, 22.45845289364251 48.88981118202078, 22.465845850919656 48.89054889712827, 22.468525151666825 48.89485306899134, 22.463810891409874 48.89841964064572, 22.45641717768274 48.89768186598962))"
881e638c59fffff,Софіївська Борщагівка,"POLYGON ((30.31858771607642 50.411348946631776, 30.31543023510845 50.40735172227651, 30.319798423317287 50.403567433401776, 30.327323657129895 50.4037802238161, 30.330481545649118 50.407777279009935, 30.32611379291433 50.41156171295497, 30.31858771607642 50.411348946631776))","POLYGON ((30.31858771607642 50.411348946631776, 30.31543023510845 50.40735172227651, 30.319798423317287 50.403567433401776, 30.327323657129895 50.4037802238161, 30.330481545649118 50.407777279009935, 30.32611379291433 50.41156171295497, 30.31858771607642 50.411348946631776))"
881e604ed3fffff,Малин,"POLYGON ((29.233751723514786 50.773970267977205, 29.2306309440174 50.769960629842636, 29.235091100421 50.76622971847609, 29.24267163263229 50.766508291762335, 29.24579285736765 50.77051776542048, 29.241333104765314 50.774248830274225, 29.233751723514786 50.773970267977205))","POLYGON ((29.233751723514786 50.773970267977205, 29.2306309440174 50.769960629842636, 29.235091100421 50.76622971847609, 29.24267163263229 50.766508291762335, 29.24579285736765 50.77051776542048, 29.241333104765314 50.774248830274225, 29.233751723514786 50.773970267977205))"
881e6384e3fffff,Київ,"POLYGON ((30.50154079890105 50.47495104115628, 30.49837180843486 50.47096364272309, 30.50273198463488 50.46717648619397, 30.510260709211668 50.467376583971756, 30.513430102297026 50.47136381237831, 30.509070368296513 50.475151113037555, 30.50154079890105 50.47495104115628))","POLYGON ((30.50154079890105 50.47495104115628, 30.49837180843486 50.47096364272309, 30.50273198463488 50.46717648619397, 30.510260709211668 50.467376583971756, 30.513430102297026 50.47136381237831, 30.509070368296513 50.475151113037555, 30.50154079890105 50.47495104115628))"
881e63b627fffff,Требухів,"POLYGON ((30.896108876311416 50.48867855657405, 30.892920728812857 50.484704968377656, 30.897255817514054 50.4809058930183, 30.90477859872587 50.48108026434823, 30.907967136732378 50.48505368083388, 30.903632503129167 50.48885289770373, 30.896108876311416 50.48867855657405))","POLYGON ((30.896108876311416 50.48867855657405, 30.892920728812857 50.484704968377656, 30.897255817514054 50.4809058930183, 30.90477859872587 50.48108026434823, 30.907967136732378 50.48505368083388, 30.903632503129167 50.48885289770373, 30.896108876311416 50.48867855657405))"
881e60606bfffff,Пісківка,"POLYGON ((29.589135769146075 50.70082675247776, 29.5860006923315 50.696823807311524, 29.5904337305877 50.6930773900905, 29.59800143087719 50.69333376704236, 29.60113694112782 50.69733654609839, 29.596704317764186 50.70108311431771, 29.589135769146075 50.70082675247776))","POLYGON ((29.589135769146075 50.70082675247776, 29.5860006923315 50.696823807311524, 29.5904337305877 50.6930773900905, 29.59800143087719 50.69333376704236, 29.60113694112782 50.69733654609839, 29.596704317764186 50.70108311431771, 29.589135769146075 50.70082675247776))"
881e638403fffff,Київ,"POLYGON ((30.452770632929326 50.49705937383827, 30.449602967340663 50.493071730252204, 30.45396768428155 50.489287195726355, 30.461499626029823 50.48949016023839, 30.46466769599974 50.4934776339892, 30.460303419950367 50.49726231306713, 30.452770632929326 50.49705937383827))","POLYGON ((30.452770632929326 50.49705937383827, 30.449602967340663 50.493071730252204, 30.45396768428155 50.489287195726355, 30.461499626029823 50.48949016023839, 30.46466769599974 50.4934776339892, 30.460303419950367 50.49726231306713, 30.452770632929326 50.49705937383827))"
881e69b61dfffff,Люботин,"POLYGON ((35.91814603498607 49.950647666300775, 35.91477153882347 49.94682099118915, 35.91872134205597 49.94285638356087, 35.926045047402226 49.94271835264281, 35.92941977004157 49.94654484206217, 35.92547056095911 49.950509548089585, 35.91814603498607 49.950647666300775))","POLYGON ((35.91814603498607 49.950647666300775, 35.91477153882347 49.94682099118915, 35.91872134205597 49.94285638356087, 35.926045047402226 49.94271835264281, 35.92941977004157 49.94654484206217, 35.92547056095911 49.950509548089585, 35.91814603498607 49.950647666300775))"
881e76c433fffff,Пустомити,"POLYGON ((23.904674691875684 49.72537092181859, 23.901881855576164 49.72114866808805, 23.906578505807893 49.71756344664533, 23.914067784124697 49.71820030561953, 23.91686120156785 49.722422430838556, 23.912164759651397 49.72600782560664, 23.904674691875684 49.72537092181859))","POLYGON ((23.904674691875684 49.72537092181859, 23.901881855576164 49.72114866808805, 23.906578505807893 49.71756344664533, 23.914067784124697 49.71820030561953, 23.91686120156785 49.722422430838556, 23.912164759651397 49.72600782560664, 23.904674691875684 49.72537092181859))"
881e638445fffff,Київ,"POLYGON ((30.415868395351193 50.5155671066079, 30.41270165600225 50.511579388330134, 30.417069917088686 50.507796926028696, 30.42460447771301 50.50800203713061, 30.427771622797508 50.5119895857166, 30.423403801632446 50.51577219289642, 30.415868395351193 50.5155671066079))","POLYGON ((30.415868395351193 50.5155671066079, 30.41270165600225 50.511579388330134, 30.417069917088686 50.507796926028696, 30.42460447771301 50.50800203713061, 30.427771622797508 50.5119895857166, 30.423403801632446 50.51577219289642, 30.415868395351193 50.5155671066079))"
881e728941fffff,Івано-Франківськ,"POLYGON ((24.694304897359938 48.93780630296013, 24.69149766735982 48.93355834890718, 24.696104142176697 48.92990450283197, 24.703517615602284 48.9304984425231, 24.706325394254065 48.93474626340765, 24.7017191509277 48.93840027778018, 24.694304897359938 48.93780630296013))","POLYGON ((24.694304897359938 48.93780630296013, 24.69149766735982 48.93355834890718, 24.696104142176697 48.92990450283197, 24.703517615602284 48.9304984425231, 24.706325394254065 48.93474626340765, 24.7017191509277 48.93840027778018, 24.694304897359938 48.93780630296013))"
881e638415fffff,Київ,"POLYGON ((30.46466769599974 50.4934776339892, 30.461499626029823 50.48949016023839, 30.465863346679892 50.48570507201343, 30.473394696176666 50.48590731308605, 30.476563170118478 50.489894616953165, 30.472199890701837 50.49367984963528, 30.46466769599974 50.4934776339892))","POLYGON ((30.46466769599974 50.4934776339892, 30.461499626029823 50.48949016023839, 30.465863346679892 50.48570507201343, 30.473394696176666 50.48590731308605, 30.476563170118478 50.489894616953165, 30.472199890701837 50.49367984963528, 30.46466769599974 50.4934776339892))"
881e292c6bfffff,Великі Мости,"POLYGON ((24.133694535786336 50.248591031658485, 24.130868350044626 50.2444054767787, 24.1355873027082 50.240836825327655, 24.143132221553344 50.24145355425927, 24.145958990876924 50.24563897772105, 24.141240257876984 50.249207803680754, 24.133694535786336 50.248591031658485))","POLYGON ((24.133694535786336 50.248591031658485, 24.130868350044626 50.2444054767787, 24.1355873027082 50.240836825327655, 24.143132221553344 50.24145355425927, 24.145958990876924 50.24563897772105, 24.141240257876984 50.249207803680754, 24.133694535786336 50.248591031658485))"
881e7485b5fffff,Луцьк,"POLYGON ((25.333592338375524 50.74918023666355, 25.33067835520726 50.74505599464089, 25.335366590484053 50.7414652750447, 25.34296854243785 50.74199862506257, 25.345883084689916 50.746122725845005, 25.341195116012265 50.749713617859996, 25.333592338375524 50.74918023666355))","POLYGON ((25.333592338375524 50.74918023666355, 25.33067835520726 50.74505599464089, 25.335366590484053 50.7414652750447, 25.34296854243785 50.74199862506257, 25.345883084689916 50.746122725845005, 25.341195116012265 50.749713617859996, 25.333592338375524 50.74918023666355))"
881196431bfffff,Харків,"POLYGON ((36.20068239872207 49.984653793826055, 36.204621248257425 49.98067549711547, 36.211457218356294 49.981035907140594, 36.214355474428125 49.985374956237806, 36.2104166791542 49.98935370268024, 36.2035795734228 49.98899295026511, 36.20068239872207 49.984653793826055))","POLYGON ((36.20068239872207 49.984653793826055, 36.204621248257425 49.98067549711547, 36.211457218356294 49.981035907140594, 36.214355474428125 49.985374956237806, 36.2104166791542 49.98935370268024, 36.2035795734228 49.98899295026511, 36.20068239872207 49.984653793826055))"
881e0c2033fffff,Ужгород,"POLYGON ((22.26821843955248 48.61576856613031, 22.26556075399065 48.61144419223336, 22.27026618120162 48.60787219413951, 22.277629149209925 48.60862439588511, 22.280287438507123 48.61294865710636, 22.27558215615345 48.61652082927106, 22.26821843955248 48.61576856613031))","POLYGON ((22.26821843955248 48.61576856613031, 22.26556075399065 48.61144419223336, 22.27026618120162 48.60787219413951, 22.277629149209925 48.60862439588511, 22.280287438507123 48.61294865710636, 22.27558215615345 48.61652082927106, 22.26821843955248 48.61576856613031))"
881f5a69c9fffff,Володимир,"POLYGON ((24.326259830911578 50.834933120585916, 24.323399260398368 50.83078787242244, 24.328147123121 50.82724090697049, 24.335755326063502 50.82783901346098, 24.338616484653137 50.83198412736423, 24.33386885233031 50.83553126904863, 24.326259830911578 50.834933120585916))","POLYGON ((24.326259830911578 50.834933120585916, 24.323399260398368 50.83078787242244, 24.328147123121 50.82724090697049, 24.335755326063502 50.82783901346098, 24.338616484653137 50.83198412736423, 24.33386885233031 50.83553126904863, 24.326259830911578 50.834933120585916))"
881f5a85ebfffff,Ратне,"POLYGON ((24.516508996772064 51.67534771457504, 24.513602804883405 51.67125939899537, 24.51839799943617 51.66774795262451, 24.526099142812335 51.66832464247803, 24.52900593182108 51.67241282016771, 24.524210980444344 51.67592444590519, 24.516508996772064 51.67534771457504))","POLYGON ((24.516508996772064 51.67534771457504, 24.513602804883405 51.67125939899537, 24.51839799943617 51.66774795262451, 24.526099142812335 51.66832464247803, 24.52900593182108 51.67241282016771, 24.524210980444344 51.67592444590519, 24.516508996772064 51.67534771457504))"
882d658d87fffff,Андріївка,"POLYGON ((36.60462773653779 49.535814836024365, 36.60851062348736 49.53180855459486, 36.615311619425015 49.53213071726984, 36.61823085420079 49.536459498027895, 36.614348037716404 49.54046623138645, 36.60754591586749 49.54014373202998, 36.60462773653779 49.535814836024365))","POLYGON ((36.60462773653779 49.535814836024365, 36.60851062348736 49.53180855459486, 36.615311619425015 49.53213071726984, 36.61823085420079 49.536459498027895, 36.614348037716404 49.54046623138645, 36.60754591586749 49.54014373202998, 36.60462773653779 49.535814836024365))"
881e4e45e1fffff,Миколаїв,"POLYGON ((31.97263074041592 46.96770144124876, 31.96954314443553 46.963561996195175, 31.973608726446756 46.95957717600056, 31.980761459664095 46.95973167879972, 31.983849380108268 46.96387094728628, 31.97978424296621 46.967855889543024, 31.97263074041592 46.96770144124876))","POLYGON ((31.97263074041592 46.96770144124876, 31.96954314443553 46.963561996195175, 31.973608726446756 46.95957717600056, 31.980761459664095 46.95973167879972, 31.983849380108268 46.96387094728628, 31.97978424296621 46.967855889543024, 31.97263074041592 46.96770144124876))"
881e682123fffff,Решетилівка,"POLYGON ((34.0708588664903 49.56753251672203, 34.06757394030484 49.56361403502538, 34.071637043714425 49.55967985929287, 34.078984535484295 49.55966405208832, 34.08226974400129 49.56358235168424, 34.07820717851977 49.56751664058523, 34.0708588664903 49.56753251672203))","POLYGON ((34.0708588664903 49.56753251672203, 34.06757394030484 49.56361403502538, 34.071637043714425 49.55967985929287, 34.078984535484295 49.55966405208832, 34.08226974400129 49.56358235168424, 34.07820717851977 49.56751664058523, 34.0708588664903 49.56753251672203))"
881e728967fffff,Крихівці,"POLYGON ((24.677466242817125 48.9123138657838, 24.674660902723186 48.908064026896156, 24.679266676059086 48.90440963760655, 24.686677558840938 48.905004918934125, 24.689483447647778 48.909254624821486, 24.684877905058855 48.912909182392276, 24.677466242817125 48.9123138657838))","POLYGON ((24.677466242817125 48.9123138657838, 24.674660902723186 48.908064026896156, 24.679266676059086 48.90440963760655, 24.686677558840938 48.905004918934125, 24.689483447647778 48.909254624821486, 24.684877905058855 48.912909182392276, 24.677466242817125 48.9123138657838))"
881e63ba6dfffff,Київ,"POLYGON ((30.486109753510636 50.42768744677427, 30.482943597758112 50.423696668789596, 30.487301885180262 50.41990775863786, 30.494825887352377 50.42010948244643, 30.497992445667 50.42410009051563, 30.49363459935733 50.4278891446956, 30.486109753510636 50.42768744677427))","POLYGON ((30.486109753510636 50.42768744677427, 30.482943597758112 50.423696668789596, 30.487301885180262 50.41990775863786, 30.494825887352377 50.42010948244643, 30.497992445667 50.42410009051563, 30.49363459935733 50.4278891446956, 30.486109753510636 50.42768744677427))"
882d64c887fffff,Синельникове,"POLYGON ((35.49692134352895 48.3286974173324, 35.493636480191036 48.324760125974585, 35.49753013317779 48.3207370486159, 35.50470809192982 48.32065116657411, 35.50799318478378 48.324588271667004, 35.50410008946516 48.32861144506508, 35.49692134352895 48.3286974173324))","POLYGON ((35.49692134352895 48.3286974173324, 35.493636480191036 48.324760125974585, 35.49753013317779 48.3207370486159, 35.50470809192982 48.32065116657411, 35.50799318478378 48.324588271667004, 35.50410008946516 48.32861144506508, 35.49692134352895 48.3286974173324))"
881e2b3b11fffff,Хирів,"POLYGON ((22.839376562182238 49.53773378377499, 22.836652179651647 49.53347498394989, 22.84138932000183 49.52992367093444, 22.848850673889974 49.530630982260135, 22.85157566140517 49.53488966256876, 22.84683869014531 49.53844115108105, 22.839376562182238 49.53773378377499))","POLYGON ((22.839376562182238 49.53773378377499, 22.836652179651647 49.53347498394989, 22.84138932000183 49.52992367093444, 22.848850673889974 49.530630982260135, 22.85157566140517 49.53488966256876, 22.84683869014531 49.53844115108105, 22.839376562182238 49.53773378377499))"
881e72c6c9fffff,Івано-Франківськ,"POLYGON ((24.705094615913207 48.89038283490165, 24.70228857507689 48.886132453202855, 24.70689156142384 48.88247596918144, 24.714300357135233 48.88306969874849, 24.717106945646318 48.88731994726962, 24.71250419087018 48.890976599412085, 24.705094615913207 48.89038283490165))","POLYGON ((24.705094615913207 48.89038283490165, 24.70228857507689 48.886132453202855, 24.70689156142384 48.88247596918144, 24.714300357135233 48.88306969874849, 24.717106945646318 48.88731994726962, 24.71250419087018 48.890976599412085, 24.705094615913207 48.89038283490165))"
881e63ac51fffff,Вороньків,"POLYGON ((30.90066229279046 50.227042257132425, 30.89748561367142 50.22305294543202, 30.90180452072641 50.219241369054544, 30.909299655095293 50.219418964028314, 30.912476721725724 50.223408104207266, 30.90815826658476 50.22721982093728, 30.90066229279046 50.227042257132425))","POLYGON ((30.90066229279046 50.227042257132425, 30.89748561367142 50.22305294543202, 30.90180452072641 50.219241369054544, 30.909299655095293 50.219418964028314, 30.912476721725724 50.223408104207266, 30.90815826658476 50.22721982093728, 30.90066229279046 50.227042257132425))"
881e4cba69fffff,Жовті Води,"POLYGON ((33.48291241347355 48.35114261864955, 33.47970494009316 48.34713238881677, 33.483742409816394 48.343161819554915, 33.49098684870397 48.34320136640149, 33.49419461308064 48.34721141521778, 33.49015764767217 48.35118209820457, 33.48291241347355 48.35114261864955))","POLYGON ((33.48291241347355 48.35114261864955, 33.47970494009316 48.34713238881677, 33.483742409816394 48.343161819554915, 33.49098684870397 48.34320136640149, 33.49419461308064 48.34721141521778, 33.49015764767217 48.35118209820457, 33.48291241347355 48.35114261864955))"
881e4e2069fffff,Снігурівка,"POLYGON ((32.78757813656224 47.07587103432073, 32.78445213092036 47.071765554559455, 32.78846946877122 47.06776223402071, 32.79561234353294 47.0678642773543, 32.798738650901434 47.071969577345136, 32.79472178187619 47.075973013774245, 32.78757813656224 47.07587103432073))","POLYGON ((32.78757813656224 47.07587103432073, 32.78445213092036 47.071765554559455, 32.78846946877122 47.06776223402071, 32.79561234353294 47.0678642773543, 32.798738650901434 47.071969577345136, 32.79472178187619 47.075973013774245, 32.78757813656224 47.07587103432073))"
881e63b109fffff,Київ,"POLYGON ((30.606129188216993 50.45817356074971, 30.602956006227128 50.45418856334277, 30.607308312944642 50.45039725662349, 30.61483335638676 50.45059080396032, 30.618006937563987 50.4545756309045, 30.613655076221722 50.458367080978356, 30.606129188216993 50.45817356074971))","POLYGON ((30.606129188216993 50.45817356074971, 30.602956006227128 50.45418856334277, 30.607308312944642 50.45039725662349, 30.61483335638676 50.45059080396032, 30.618006937563987 50.4545756309045, 30.613655076221722 50.458367080978356, 30.606129188216993 50.45817356074971))"
881e6b7631fffff,Дніпровське,"POLYGON ((34.414893121048586 48.599147929200036, 34.411637654584275 48.59518566253386, 34.41562320525678 48.5912007961897, 34.42286368924271 48.5911780898923, 34.42611942015037 48.59514017305265, 34.422134402727096 48.5991251460158, 34.414893121048586 48.599147929200036))","POLYGON ((34.414893121048586 48.599147929200036, 34.411637654584275 48.59518566253386, 34.41562320525678 48.5912007961897, 34.42286368924271 48.5911780898923, 34.42611942015037 48.59514017305265, 34.422134402727096 48.5991251460158, 34.414893121048586 48.599147929200036))"
881e63b133fffff,Київ,"POLYGON ((30.63341129488287 50.42764271076015, 30.63023818960437 50.423656750823255, 30.634586841719592 50.419863121609694, 30.642108153349607 50.420055309298995, 30.645281656627322 50.42404109868358, 30.640933450385635 50.42783487093489, 30.63341129488287 50.42764271076015))","POLYGON ((30.63341129488287 50.42764271076015, 30.63023818960437 50.423656750823255, 30.634586841719592 50.419863121609694, 30.642108153349607 50.420055309298995, 30.645281656627322 50.42404109868358, 30.640933450385635 50.42783487093489, 30.63341129488287 50.42764271076015))"
881e638233fffff,Буча,"POLYGON ((30.21694675282344 50.55289558232887, 30.213787835154427 50.548903683526305, 30.218171327642477 50.5451294485028, 30.22571330402186 50.54534696593375, 30.228872634012802 50.549338695888274, 30.224489575413006 50.553113077264065, 30.21694675282344 50.55289558232887))","POLYGON ((30.21694675282344 50.55289558232887, 30.213787835154427 50.548903683526305, 30.218171327642477 50.5451294485028, 30.22571330402186 50.54534696593375, 30.228872634012802 50.549338695888274, 30.224489575413006 50.553113077264065, 30.21694675282344 50.55289558232887))"
8811965223fffff,Пересічне,"POLYGON ((35.97969625733246 50.01878213146951, 35.98364813001748 50.01481617099526, 35.99047245439565 50.01519031681601, 35.993346036640546 50.019530768390936, 35.989394208727916 50.02349717753878, 35.982568753675146 50.02312268640938, 35.97969625733246 50.01878213146951))","POLYGON ((35.97969625733246 50.01878213146951, 35.98364813001748 50.01481617099526, 35.99047245439565 50.01519031681601, 35.993346036640546 50.019530768390936, 35.989394208727916 50.02349717753878, 35.982568753675146 50.02312268640938, 35.97969625733246 50.01878213146951))"
881e422543fffff,Захарівка,"POLYGON ((29.755187336704473 47.33919590754728, 29.752183737190173 47.335003732965795, 29.756409768210332 47.33110067188278, 29.763639014932824 47.33138964672173, 29.766643005580082 47.33558165582157, 29.762417358469012 47.33948485556891, 29.755187336704473 47.33919590754728))","POLYGON ((29.755187336704473 47.33919590754728, 29.752183737190173 47.335003732965795, 29.756409768210332 47.33110067188278, 29.763639014932824 47.33138964672173, 29.766643005580082 47.33558165582157, 29.762417358469012 47.33948485556891, 29.755187336704473 47.33919590754728))"
881e63800bfffff,Ірпінь,"POLYGON ((30.2099215858692 50.52538312935407, 30.20676422837415 50.52138932490776, 30.211146477522654 50.51761400102935, 30.218685650954477 50.51783233532367, 30.221843420669035 50.521825970981894, 30.217461604842708 50.52560144113808, 30.2099215858692 50.52538312935407))","POLYGON ((30.2099215858692 50.52538312935407, 30.20676422837415 50.52138932490776, 30.211146477522654 50.51761400102935, 30.218685650954477 50.51783233532367, 30.221843420669035 50.521825970981894, 30.217461604842708 50.52560144113808, 30.2099215858692 50.52538312935407))"
881e08b66dfffff,Сільце,"POLYGON ((22.994096043596205 48.294177936596604, 22.991407864042554 48.289852257769, 22.996059327452627 48.28623562122914, 23.003398801587778 48.286944491883666, 23.006087562581754 48.29127005233939, 23.001436268093553 48.29488686052495, 22.994096043596205 48.294177936596604))","POLYGON ((22.994096043596205 48.294177936596604, 22.991407864042554 48.289852257769, 22.996059327452627 48.28623562122914, 23.003398801587778 48.286944491883666, 23.006087562581754 48.29127005233939, 23.001436268093553 48.29488686052495, 22.994096043596205 48.294177936596604))"
881e768985fffff,Львів,"POLYGON ((24.0102923598572 49.80995187789725, 24.007490265262035 49.80573721309565, 24.012187000254173 49.80215190781714, 24.01968561735209 49.80278109405071, 24.02248829170543 49.80699562934233, 24.01779176930402 49.81058110792202, 24.0102923598572 49.80995187789725))","POLYGON ((24.0102923598572 49.80995187789725, 24.007490265262035 49.80573721309565, 24.012187000254173 49.80215190781714, 24.01968561735209 49.80278109405071, 24.02248829170543 49.80699562934233, 24.01779176930402 49.81058110792202, 24.0102923598572 49.80995187789725))"
881e728949fffff,м. Івано-Франківськ,"POLYGON ((24.692505268908906 48.94570725816183, 24.68969784066161 48.9414597089929, 24.694304897359938 48.93780630296013, 24.7017191509277 48.93840027778018, 24.704527127989667 48.94264769378215, 24.699920302768337 48.946301268141745, 24.692505268908906 48.94570725816183))","POLYGON ((24.692505268908906 48.94570725816183, 24.68969784066161 48.9414597089929, 24.694304897359938 48.93780630296013, 24.7017191509277 48.93840027778018, 24.704527127989667 48.94264769378215, 24.699920302768337 48.946301268141745, 24.692505268908906 48.94570725816183))"
881f5a3959fffff,Ковель,"POLYGON ((24.67688567238856 51.21356046668457, 24.673989563756145 51.20944750125214, 24.678744442188155 51.20590589775418, 24.686395183451218 51.20647708296945, 24.68929187690442 51.21058991063821, 24.684537244382653 51.214131690866424, 24.67688567238856 51.21356046668457))","POLYGON ((24.67688567238856 51.21356046668457, 24.673989563756145 51.20944750125214, 24.678744442188155 51.20590589775418, 24.686395183451218 51.20647708296945, 24.68929187690442 51.21058991063821, 24.684537244382653 51.214131690866424, 24.67688567238856 51.21356046668457))"
881f5bcd43fffff,Маневичі,"POLYGON ((25.533772796275457 51.293787007164994, 25.53082494092805 51.28970167980534, 25.53553856624711 51.28613076586389, 25.5431997688997 51.286645005257625, 25.546148186389185 51.29073018874058, 25.541434839194768 51.294301276716475, 25.533772796275457 51.293787007164994))","POLYGON ((25.533772796275457 51.293787007164994, 25.53082494092805 51.28970167980534, 25.53553856624711 51.28613076586389, 25.5431997688997 51.286645005257625, 25.546148186389185 51.29073018874058, 25.541434839194768 51.294301276716475, 25.533772796275457 51.293787007164994))"
881e7672d7fffff,Ходорів,"POLYGON ((24.303131055435223 49.39942676748116, 24.300328128838977 49.395195443694945, 24.30498366117465 49.391578722263155, 24.31244189961545 49.39219315360441, 24.315245391951194 49.396424346434266, 24.31059008020691 49.400041238890445, 24.303131055435223 49.39942676748116))","POLYGON ((24.303131055435223 49.39942676748116, 24.300328128838977 49.395195443694945, 24.30498366117465 49.391578722263155, 24.31244189961545 49.39219315360441, 24.315245391951194 49.396424346434266, 24.31059008020691 49.400041238890445, 24.303131055435223 49.39942676748116))"
881e72d2cbfffff,Калуш,"POLYGON ((24.367510681396247 49.027804177276195, 24.364718205866552 49.023553065661694, 24.369347117414968 49.01991615618423, 24.37676828395327 49.020530188665234, 24.37956131791371 49.02478116948088, 24.374932627004007 49.028418248625506, 24.367510681396247 49.027804177276195))","POLYGON ((24.367510681396247 49.027804177276195, 24.364718205866552 49.023553065661694, 24.369347117414968 49.01991615618423, 24.37676828395327 49.020530188665234, 24.37956131791371 49.02478116948088, 24.374932627004007 49.028418248625506, 24.367510681396247 49.027804177276195))"
