cell,city,geometry,wkt
881e6b28e3fffff,Кам'янське,"POLYGON ((34.694323558795006 48.50657856682446, 34.691061271238446 48.5026213253503, 34.69502200416977 48.49862543996586, 34.7022444853676 48.49858669219841, 34.705507028158394 48.50254374938531, 34.70154683461471 48.50653973862618, 34.694323558795006 48.50657856682446))","POLYGON ((34.694323558795006 48.50657856682446, 34.691061271238446 48.5026213253503, 34.69502200416977 48.49862543996586, 34.7022444853676 48.49858669219841, 34.705507028158394 48.50254374938531, 34.70154683461471 48.50653973862618, 34.694323558795006 48.50657856682446))"
881e6b2837fffff,Кам'янське,"POLYGON ((34.65097887586621 48.506802069652075, 34.64771825541242 48.502843235346596, 34.651682089603085 48.49884846192209, 34.658906006106534 48.498812418563034, 34.66216688312342 48.50277106868799, 34.65820358717142 48.50676594635184, 34.65097887586621 48.506802069652075))","POLYGON ((34.65097887586621 48.506802069652075, 34.64771825541242 48.502843235346596, 34.651682089603085 48.49884846192209, 34.658906006106534 48.498812418563034, 34.66216688312342 48.50277106868799, 34.65820358717142 48.50676594635184, 34.65097887586621 48.506802069652075))"
881e6b29c7fffff,Кам'янське,"POLYGON ((34.630714355586484 48.49099926347685, 34.62745521214256 48.48703877744227, 34.631419648024384 48.48304386473752, 34.63864268997666 48.48300933370207, 34.64190209049497 48.486969635592196, 34.63793819208424 48.49096465266155, 34.630714355586484 48.49099926347685))","POLYGON ((34.630714355586484 48.49099926347685, 34.62745521214256 48.48703877744227, 34.631419648024384 48.48304386473752, 34.63864268997666 48.48300933370207, 34.64190209049497 48.486969635592196, 34.63793819208424 48.49096465266155, 34.630714355586484 48.49099926347685))"
881e6b284dfffff,Кам'янське,"POLYGON ((34.6138668489734 48.558640896499476, 34.61060539496339 48.55468365053157, 34.61457463685784 48.550691978822556, 34.62180479486026 48.550657448339564, 34.62506650692893 48.55461451026422, 34.62109780303441 48.55860628671446, 34.6138668489734 48.558640896499476))","POLYGON ((34.6138668489734 48.558640896499476, 34.61060539496339 48.55468365053157, 34.61457463685784 48.550691978822556, 34.62180479486026 48.550657448339564, 34.62506650692893 48.55461451026422, 34.62109780303441 48.55860628671446, 34.6138668489734 48.558640896499476))"
881e6b2b19fffff,Кам'янське,"POLYGON ((34.59146223114169 48.566690392957, 34.588201294363195 48.562732778996406, 34.59217256149496 48.558742015458954, 34.59940422798498 48.55870876091608, 34.60266542356496 48.56266619089598, 34.59869469395139 48.56665705939883, 34.59146223114169 48.566690392957))","POLYGON ((34.59146223114169 48.566690392957, 34.588201294363195 48.562732778996406, 34.59217256149496 48.558742015458954, 34.59940422798498 48.55870876091608, 34.60266542356496 48.56266619089598, 34.59869469395139 48.56665705939883, 34.59146223114169 48.566690392957))"
881e6b29d5fffff,Кам'янське,"POLYGON ((34.65238515089199 48.49089407838133, 34.64912517265396 48.48693438839247, 34.65308805978223 48.48293891922652, 34.66031038719998 48.482903035875296, 34.66357062184844 48.48686254166589, 34.65960827276629 48.490858115005274, 34.65238515089199 48.49089407838133))","POLYGON ((34.65238515089199 48.49089407838133, 34.64912517265396 48.48693438839247, 34.65308805978223 48.48293891922652, 34.66031038719998 48.482903035875296, 34.66357062184844 48.48686254166589, 34.65960827276629 48.490858115005274, 34.65238515089199 48.49089407838133))"
881e6b2b59fffff,Кам'янське,"POLYGON ((34.57883360454851 48.58660738206899, 34.575572284787235 48.58265044102536, 34.579545515596216 48.57866083120057, 34.58677952879577 48.578628057274706, 34.59004110788463 48.582584814385996, 34.58606841454441 48.58657452935489, 34.57883360454851 48.58660738206899))","POLYGON ((34.57883360454851 48.58660738206899, 34.575572284787235 48.58265044102536, 34.579545515596216 48.57866083120057, 34.58677952879577 48.578628057274706, 34.59004110788463 48.582584814385996, 34.58606841454441 48.58657452935489, 34.57883360454851 48.58660738206899))"
881e6b39d5fffff,Кам'янське,"POLYGON ((34.56405609236237 48.630348573016164, 34.56079342622071 48.62639359161812, 34.56477005074485 48.62240618775057, 34.57200880380229 48.62237365985687, 34.57527173003101 48.62632845739562, 34.57129564321352 48.63031596668676, 34.56405609236237 48.630348573016164))","POLYGON ((34.56405609236237 48.630348573016164, 34.56079342622071 48.62639359161812, 34.56477005074485 48.62240618775057, 34.57200880380229 48.62237365985687, 34.57527173003101 48.62632845739562, 34.57129564321352 48.63031596668676, 34.56405609236237 48.630348573016164))"
881e6b2959fffff,Кам'янське,"POLYGON ((34.583813739099554 48.53096519175788, 34.58055466580702 48.52700525302719, 34.58452456968642 48.52301319797125, 34.591753010158456 48.522980976734004, 34.595012342238256 48.52694073147238, 34.59104297515659 48.530932891439704, 34.583813739099554 48.53096519175788))","POLYGON ((34.583813739099554 48.53096519175788, 34.58055466580702 48.52700525302719, 34.58452456968642 48.52301319797125, 34.591753010158456 48.522980976734004, 34.595012342238256 48.52694073147238, 34.59104297515659 48.530932891439704, 34.583813739099554 48.53096519175788))"
881e6b2b2bfffff,Кам'янське,"POLYGON ((34.549492546123055 48.55098242489035, 34.546233930911576 48.547022362408185, 34.55020734474408 48.54303201951929, 34.55743883771672 48.54300163383188, 34.56069771290643 48.5469615124251, 34.55672483524322 48.550951960594126, 34.549492546123055 48.55098242489035))","POLYGON ((34.549492546123055 48.55098242489035, 34.546233930911576 48.547022362408185, 34.55020734474408 48.54303201951929, 34.55743883771672 48.54300163383188, 34.56069771290643 48.5469615124251, 34.55672483524322 48.550951960594126, 34.549492546123055 48.55098242489035))"
881e6b281dfffff,Кам'янське,"POLYGON ((34.65935757871451 48.534578811004884, 34.65609541622056 48.53062187313939, 34.660060133309905 48.52662803988253, 34.66728647412714 48.52659104023113, 34.67054889311905 48.53054779392005, 34.6665847148935 48.53454173143625, 34.65935757871451 48.534578811004884))","POLYGON ((34.65935757871451 48.534578811004884, 34.65609541622056 48.53062187313939, 34.660060133309905 48.52662803988253, 34.66728647412714 48.52659104023113, 34.67054889311905 48.53054779392005, 34.6665847148935 48.53454173143625, 34.65935757871451 48.534578811004884))"
881e6b282bfffff,Кам'янське,"POLYGON ((34.62789165617517 48.52281309907323, 34.62463122891167 48.51885432447582, 34.62859756057604 48.514860804471496, 34.635823781746076 48.514825954567385, 34.639084466390216 48.51878454505559, 34.635118672581406 48.52277816955645, 34.62789165617517 48.52281309907323))","POLYGON ((34.62789165617517 48.52281309907323, 34.62463122891167 48.51885432447582, 34.62859756057604 48.514860804471496, 34.635823781746076 48.514825954567385, 34.639084466390216 48.51878454505559, 34.635118672581406 48.52277816955645, 34.62789165617517 48.52281309907323))"
881e6b2985fffff,Кам'янське,"POLYGON ((34.63212478759536 48.4750876904557, 34.62886628569199 48.47112634916752, 34.63282977434889 48.46713074082846, 34.640051227727724 48.46709636947808, 34.64330998655258 48.47105752660399, 34.63934703517467 48.47505323924191, 34.63212478759536 48.4750876904557))","POLYGON ((34.63212478759536 48.4750876904557, 34.62886628569199 48.47112634916752, 34.63282977434889 48.46713074082846, 34.640051227727724 48.46709636947808, 34.64330998655258 48.47105752660399, 34.63934703517467 48.47505323924191, 34.63212478759536 48.4750876904557))"
881e6b2907fffff,Кам'янське,"POLYGON ((34.564976554392466 48.49924580005549, 34.56171960179244 48.4952833544565, 34.56568915352839 48.49129046308868, 34.572915122124456 48.49125991234941, 34.576172333867795 48.49522217397575, 34.5722033179695 48.4992151703134, 34.564976554392466 48.49924580005549))","POLYGON ((34.564976554392466 48.49924580005549, 34.56171960179244 48.4952833544565, 34.56568915352839 48.49129046308868, 34.572915122124456 48.49125991234941, 34.576172333867795 48.49522217397575, 34.5722033179695 48.4992151703134, 34.564976554392466 48.49924580005549))"
881e6b29e9fffff,Кам'янське,"POLYGON ((34.60904142033279 48.49110039009071, 34.60578311279631 48.487139108178226, 34.60974909658387 48.483144752501836, 34.616972851110084 48.48311157418174, 34.62023141638491 48.48707267200382, 34.61626596949277 48.49106713223577, 34.60904142033279 48.49110039009071))","POLYGON ((34.60904142033279 48.49110039009071, 34.60578311279631 48.487139108178226, 34.60974909658387 48.483144752501836, 34.616972851110084 48.48311157418174, 34.62023141638491 48.48707267200382, 34.61626596949277 48.49106713223577, 34.60904142033279 48.49110039009071))"
881e6b2b57fffff,Кам'янське,"POLYGON ((34.580257272142305 48.570713502185896, 34.57699659453688 48.566755704275984, 34.58096887423679 48.56276539522025, 34.588201294363195 48.562732778996406, 34.59146223114169 48.566690392957, 34.587490488718714 48.57068080709014, 34.580257272142305 48.570713502185896))","POLYGON ((34.580257272142305 48.570713502185896, 34.57699659453688 48.566755704275984, 34.58096887423679 48.56276539522025, 34.588201294363195 48.562732778996406, 34.59146223114169 48.566690392957, 34.587490488718714 48.57068080709014, 34.580257272142305 48.570713502185896))"
881e6b2a6dfffff,Кам'янське,"POLYGON ((34.58861936756024 48.59847612309098, 34.585357145914585 48.59452022313556, 34.58933031488085 48.590530857926495, 34.5965651676886 48.5904972875734, 34.59982764844447 48.59445300358203, 34.59585501738053 48.59844247388992, 34.58861936756024 48.59847612309098))","POLYGON ((34.58861936756024 48.59847612309098, 34.585357145914585 48.59452022313556, 34.58933031488085 48.590530857926495, 34.5965651676886 48.5904972875734, 34.59982764844447 48.59445300358203, 34.59585501738053 48.59844247388992, 34.58861936756024 48.59847612309098))"
881e6b2855fffff,Кам'янське,"POLYGON ((34.64746051873265 48.54655846426523, 34.644198291660295 48.54260177052072, 34.648164495450665 48.538608738534826, 34.65539238769055 48.53857229588805, 34.65865487170811 48.54252880549579, 34.65468920663838 48.5465219418864, 34.64746051873265 48.54655846426523))","POLYGON ((34.64746051873265 48.54655846426523, 34.644198291660295 48.54260177052072, 34.648164495450665 48.538608738534826, 34.65539238769055 48.53857229588805, 34.65865487170811 48.54252880549579, 34.65468920663838 48.5465219418864, 34.64746051873265 48.54655846426523))"
881e6b284bfffff,Кам'янське,"POLYGON ((34.63555899719703 48.5585357122131, 34.63229670600876 48.554579262714974, 34.63626439699425 48.55058703268711, 34.64349384068885 48.55055114760656, 34.646756389270024 48.55450741300767, 34.64278923686156 48.55849974758567, 34.63555899719703 48.5585357122131))","POLYGON ((34.63555899719703 48.5585357122131, 34.63229670600876 48.554579262714974, 34.63626439699425 48.55058703268711, 34.64349384068885 48.55055114760656, 34.646756389270024 48.55450741300767, 34.64278923686156 48.55849974758567, 34.63555899719703 48.5585357122131))"
881e6b2b21fffff,Кам'янське,"POLYGON ((34.53900168644531 48.547052109420875, 34.53574365201361 48.54309143503694, 34.539717601678035 48.53910119750672, 34.54694905004018 48.53907152900117, 34.55020734474408 48.54303201951929, 34.546233930911576 48.547022362408185, 34.53900168644531 48.547052109420875))","POLYGON ((34.53900168644531 48.547052109420875, 34.53574365201361 48.54309143503694, 34.539717601678035 48.53910119750672, 34.54694905004018 48.53907152900117, 34.55020734474408 48.54303201951929, 34.546233930911576 48.547022362408185, 34.53900168644531 48.547052109420875))"
881e4d9249fffff,Кам'янське,"POLYGON ((34.707598108432805 48.478681241521336, 34.704336530384886 48.474722900594244, 34.708294833063874 48.470725521960816, 34.71551417455253 48.47068638060832, 34.71877600723725 48.47464453719034, 34.71481824389394 48.47864201946921, 34.707598108432805 48.478681241521336))","POLYGON ((34.707598108432805 48.478681241521336, 34.704336530384886 48.474722900594244, 34.708294833063874 48.470725521960816, 34.71551417455253 48.47068638060832, 34.71877600723725 48.47464453719034, 34.71481824389394 48.47864201946921, 34.707598108432805 48.478681241521336))"
881e6b29bdfffff,Кам'янське,"POLYGON ((34.64401370575566 48.46310030923509, 34.640755267685215 48.45913872460787, 34.644717272474026 48.45514231687936, 34.651937178008545 48.455107389623294, 34.65519587255422 48.45906879004782, 34.65123440518763 48.46306530193044, 34.64401370575566 48.46310030923509))","POLYGON ((34.64401370575566 48.46310030923509, 34.640755267685215 48.45913872460787, 34.644717272474026 48.45514231687936, 34.651937178008545 48.455107389623294, 34.65519587255422 48.45906879004782, 34.65123440518763 48.46306530193044, 34.64401370575566 48.46310030923509))"
881e6b283bfffff,Кам'янське,"POLYGON ((34.66076253554361 48.51867649232478, 34.65750101591161 48.51471869817507, 34.661464785465 48.51072416852783, 34.66868953607724 48.51068732883636, 34.67195131205451 48.514644938791974, 34.667988081171956 48.51863957263243, 34.66076253554361 48.51867649232478))","POLYGON ((34.66076253554361 48.51867649232478, 34.65750101591161 48.51471869817507, 34.661464785465 48.51072416852783, 34.66868953607724 48.51068732883636, 34.67195131205451 48.514644938791974, 34.667988081171956 48.51863957263243, 34.66076253554361 48.51867649232478))"
881e6b29d9fffff,Кам'янське,"POLYGON ((34.66216688312342 48.50277106868799, 34.658906006106534 48.498812418563034, 34.66286882856813 48.494817193001786, 34.67009198966626 48.49478051343759, 34.673353122875895 48.4987389793508, 34.669390838892255 48.50273430903925, 34.66216688312342 48.50277106868799))","POLYGON ((34.66216688312342 48.50277106868799, 34.658906006106534 48.498812418563034, 34.66286882856813 48.494817193001786, 34.67009198966626 48.49478051343759, 34.673353122875895 48.4987389793508, 34.669390838892255 48.50273430903925, 34.66216688312342 48.50277106868799))"
881e6b2b55fffff,Кам'янське,"POLYGON ((34.56905054700618 48.57473551808626, 34.56579012894548 48.57077753625843, 34.56976342117954 48.566787681948284, 34.57699659453688 48.566755704275984, 34.580257272142305 48.570713502185896, 34.57628451694365 48.57470346168544, 34.56905054700618 48.57473551808626))","POLYGON ((34.56905054700618 48.57473551808626, 34.56579012894548 48.57077753625843, 34.56976342117954 48.566787681948284, 34.57699659453688 48.566755704275984, 34.580257272142305 48.570713502185896, 34.57628451694365 48.57470346168544, 34.56905054700618 48.57473551808626))"
881e6b2805fffff,Кам'янське,"POLYGON ((34.62718559865963 48.53076461714942, 34.62392485028729 48.526806270604574, 34.62789165617517 48.52281309907323, 34.635118672581406 48.52277816955645, 34.63837967841103 48.52673633200083, 34.63441341047491 48.53072960806179, 34.62718559865963 48.53076461714942))","POLYGON ((34.62718559865963 48.53076461714942, 34.62392485028729 48.526806270604574, 34.62789165617517 48.52281309907323, 34.635118672581406 48.52277816955645, 34.63837967841103 48.52673633200083, 34.63441341047491 48.53072960806179, 34.62718559865963 48.53076461714942))"
881e6b2801fffff,Кам'янське,"POLYGON ((34.637674737551684 48.53468734238516, 34.63441341047491 48.53072960806179, 34.63837967841103 48.52673633200083, 34.64560673523374 48.52670068581192, 34.64886831947357 48.53065823601228, 34.64490258982544 48.53465161652388, 34.637674737551684 48.53468734238516))","POLYGON ((34.637674737551684 48.53468734238516, 34.63441341047491 48.53072960806179, 34.63837967841103 48.52673633200083, 34.64560673523374 48.52670068581192, 34.64886831947357 48.53065823601228, 34.64490258982544 48.53465161652388, 34.637674737551684 48.53468734238516))"
881e6b2981fffff,Кам'янське,"POLYGON ((34.64260611481549 48.47901396878874, 34.63934703517467 48.47505323924191, 34.64330998655258 48.47105752660399, 34.65053148005442 48.47102243929252, 34.653790816323145 48.4749829846546, 34.649828402559656 48.47897880151224, 34.64260611481549 48.47901396878874))","POLYGON ((34.64260611481549 48.47901396878874, 34.63934703517467 48.47505323924191, 34.64330998655258 48.47105752660399, 34.65053148005442 48.47102243929252, 34.653790816323145 48.4749829846546, 34.649828402559656 48.47897880151224, 34.64260611481549 48.47901396878874))"
881e6b39ebfffff,Кам'янське,"POLYGON ((34.531833982130394 48.62651842749112, 34.52857274063613 48.62256203700587, 34.532551453026365 48.61857530051664, 34.53979087022189 48.61854484881959, 34.543052372765615 48.6225010555231, 34.539074197162655 48.626487897704834, 34.531833982130394 48.62651842749112))","POLYGON ((34.531833982130394 48.62651842749112, 34.52857274063613 48.62256203700587, 34.532551453026365 48.61857530051664, 34.53979087022189 48.61854484881959, 34.543052372765615 48.6225010555231, 34.539074197162655 48.626487897704834, 34.531833982130394 48.62651842749112))"
881e6b29e3fffff,Кам'янське,"POLYGON ((34.62093782412726 48.47911676592063, 34.6176795795154 48.47515524050165, 34.621644078768675 48.47116008433082, 34.62886628569199 48.47112634916752, 34.63212478759536 48.4750876904557, 34.62816082538149 48.47908295103732, 34.62093782412726 48.47911676592063))","POLYGON ((34.62093782412726 48.47911676592063, 34.6176795795154 48.47515524050165, 34.621644078768675 48.47116008433082, 34.62886628569199 48.47112634916752, 34.63212478759536 48.4750876904557, 34.62816082538149 48.47908295103732, 34.62093782412726 48.47911676592063))"
881e6b28a1fffff,Кам'янське,"POLYGON ((34.695720298132336 48.49067153754744, 34.69245865364773 48.48671344015116, 34.696418440731776 48.48271685976591, 34.70363933320374 48.482678272985666, 34.7069012327708 48.486636186076865, 34.70294198488097 48.490632870252675, 34.695720298132336 48.49067153754744))","POLYGON ((34.695720298132336 48.49067153754744, 34.69245865364773 48.48671344015116, 34.696418440731776 48.48271685976591, 34.70363933320374 48.482678272985666, 34.7069012327708 48.486636186076865, 34.70294198488097 48.490632870252675, 34.695720298132336 48.49067153754744))"
881e6b2b07fffff,Кам'янське,"POLYGON ((34.5599840310794 48.554911411082955, 34.55672483524322 48.550951960594126, 34.56069771290643 48.5469615124251, 34.56792924999718 48.546930409542874, 34.57118870551756 48.55088967611974, 34.56721636436093 48.55488022949023, 34.5599840310794 48.554911411082955))","POLYGON ((34.5599840310794 48.554911411082955, 34.55672483524322 48.550951960594126, 34.56069771290643 48.5469615124251, 34.56792924999718 48.546930409542874, 34.57118870551756 48.55088967611974, 34.56721636436093 48.55488022949023, 34.5599840310794 48.554911411082955))"
881e6b29a9fffff,Кам'янське,"POLYGON ((34.621644078768675 48.47116008433082, 34.61838615475826 48.46719813139265, 34.62235018035866 48.46320262743154, 34.62957159312351 48.463168972030026, 34.63282977434889 48.46713074082846, 34.62886628569199 48.47112634916752, 34.621644078768675 48.47116008433082))","POLYGON ((34.621644078768675 48.47116008433082, 34.61838615475826 48.46719813139265, 34.62235018035866 48.46320262743154, 34.62957159312351 48.463168972030026, 34.63282977434889 48.46713074082846, 34.62886628569199 48.47112634916752, 34.621644078768675 48.47116008433082))"
881e6b2b43fffff,Кам'янське,"POLYGON ((34.55784205617339 48.5787564401618, 34.55458189802925 48.574798274447495, 34.558556202763064 48.57080887514679, 34.56579012894548 48.57077753625843, 34.56905054700618 48.57473551808626, 34.56507677906595 48.57872502268832, 34.55784205617339 48.5787564401618))","POLYGON ((34.55784205617339 48.5787564401618, 34.55458189802925 48.574798274447495, 34.558556202763064 48.57080887514679, 34.56579012894548 48.57077753625843, 34.56905054700618 48.57473551808626, 34.56507677906595 48.57872502268832, 34.55784205617339 48.5787564401618))"
881e6b2903fffff,Кам'янське,"POLYGON ((34.57546085006826 48.50317700430753, 34.5722033179695 48.4992151703134, 34.576172333867795 48.49522217397575, 34.58339834578848 48.49519090674057, 34.586656136737005 48.49915255673913, 34.58268765701285 48.503145657967835, 34.57546085006826 48.50317700430753))","POLYGON ((34.57546085006826 48.50317700430753, 34.5722033179695 48.4992151703134, 34.576172333867795 48.49522217397575, 34.58339834578848 48.49519090674057, 34.586656136737005 48.49915255673913, 34.58268765701285 48.503145657967835, 34.57546085006826 48.50317700430753))"
881e6b290dfffff,Кам'янське,"POLYGON ((34.55306498918135 48.51122262545103, 34.54980797589431 48.50726042356086, 34.5537790130299 48.50326833476901, 34.56100652785839 48.503238342752205, 34.56426380073666 48.507200360710236, 34.56029329929301 48.51119255461662, 34.55306498918135 48.51122262545103))","POLYGON ((34.55306498918135 48.51122262545103, 34.54980797589431 48.50726042356086, 34.5537790130299 48.50326833476901, 34.56100652785839 48.503238342752205, 34.56426380073666 48.507200360710236, 34.56029329929301 48.51119255461662, 34.55306498918135 48.51122262545103))"
881e6b2933fffff,Кам'янське,"POLYGON ((34.58807641134465 48.483241581322794, 34.58481926119971 48.479279076155024, 34.588786317770214 48.475284929826564, 34.59600998835984 48.47525318395185, 34.59926739683015 48.47921550507472, 34.59530087648312 48.483209756116594, 34.58807641134465 48.483241581322794))","POLYGON ((34.58807641134465 48.483241581322794, 34.58481926119971 48.479279076155024, 34.588786317770214 48.475284929826564, 34.59600998835984 48.47525318395185, 34.59926739683015 48.47921550507472, 34.59530087648312 48.483209756116594, 34.58807641134465 48.483241581322794))"
881e6b2947fffff,Кам'янське,"POLYGON ((34.55235081047864 48.51917613946345, 34.5490934769294 48.515214365300366, 34.55306498918135 48.51122262545103, 34.56029329929301 48.51119255461662, 34.56355089251086 48.51515414485623, 34.55957991604629 48.51914598985314, 34.55235081047864 48.51917613946345))","POLYGON ((34.55235081047864 48.51917613946345, 34.5490934769294 48.515214365300366, 34.55306498918135 48.51122262545103, 34.56029329929301 48.51119255461662, 34.56355089251086 48.51515414485623, 34.55957991604629 48.51914598985314, 34.55235081047864 48.51917613946345))"
881e6b2809fffff,Кам'янське,"POLYGON ((34.636969643762605 48.54263757601256, 34.63370799537702 48.53868026988729, 34.637674737551684 48.53468734238516, 34.64490258982544 48.53465161652388, 34.648164495450665 48.538608738534826, 34.644198291660295 48.54260177052072, 34.636969643762605 48.54263757601256))","POLYGON ((34.636969643762605 48.54263757601256, 34.63370799537702 48.53868026988729, 34.637674737551684 48.53468734238516, 34.64490258982544 48.53465161652388, 34.648164495450665 48.538608738534826, 34.644198291660295 48.54260177052072, 34.636969643762605 48.54263757601256))"
881e6b2b05fffff,Кам'янське,"POLYGON ((34.548777592396874 48.55893205261118, 34.545518656616444 48.55497241824194, 34.549492546123055 48.55098242489035, 34.55672483524322 48.550951960594126, 34.5599840310794 48.554911411082955, 34.55601067783764 48.55890150974786, 34.548777592396874 48.55893205261118))","POLYGON ((34.548777592396874 48.55893205261118, 34.545518656616444 48.55497241824194, 34.549492546123055 48.55098242489035, 34.55672483524322 48.550951960594126, 34.5599840310794 48.554911411082955, 34.55601067783764 48.55890150974786, 34.548777592396874 48.55893205261118))"
881e6b769bfffff,Кам'янське,"POLYGON ((34.524205993905994 48.590812638478894, 34.52094661774322 48.586853921294455, 34.52492395976765 48.58286588860444, 34.53216014198623 48.58283646746135, 34.53541977918154 48.586795000854, 34.531442973223875 48.59078313918096, 34.524205993905994 48.590812638478894))","POLYGON ((34.524205993905994 48.590812638478894, 34.52094661774322 48.586853921294455, 34.52492395976765 48.58286588860444, 34.53216014198623 48.58283646746135, 34.53541977918154 48.586795000854, 34.531442973223875 48.59078313918096, 34.524205993905994 48.590812638478894))"
881e6b398dfffff,Кам'янське,"POLYGON ((34.543052372765615 48.6225010555231, 34.53979087022189 48.61854484881959, 34.54376856914439 48.61455765603466, 34.551007233678874 48.6145265643721, 34.554268996899445 48.6184825872624, 34.55029183500695 48.622469885627886, 34.543052372765615 48.6225010555231))","POLYGON ((34.543052372765615 48.6225010555231, 34.53979087022189 48.61854484881959, 34.54376856914439 48.61455765603466, 34.551007233678874 48.6145265643721, 34.554268996899445 48.6184825872624, 34.55029183500695 48.622469885627886, 34.543052372765615 48.6225010555231))"
881e6b2a61fffff,Кам'янське,"POLYGON ((34.59982764844447 48.59445300358203, 34.5965651676886 48.5904972875734, 34.60053732322256 48.58650746753913, 34.60777142146679 48.58647325852616, 34.611034160960926 48.590428790556814, 34.60706254357065 48.59441871557776, 34.59982764844447 48.59445300358203))","POLYGON ((34.59982764844447 48.59445300358203, 34.5965651676886 48.5904972875734, 34.60053732322256 48.58650746753913, 34.60777142146679 48.58647325852616, 34.611034160960926 48.590428790556814, 34.60706254357065 48.59441871557776, 34.59982764844447 48.59445300358203))"
881e6b280bfffff,Кам'янське,"POLYGON ((34.648164495450665 48.538608738534826, 34.64490258982544 48.53465161652388, 34.64886831947357 48.53065823601228, 34.65609541622056 48.53062187313939, 34.65935757871451 48.534578811004884, 34.65539238769055 48.53857229588805, 34.648164495450665 48.538608738534826))","POLYGON ((34.648164495450665 48.538608738534826, 34.64490258982544 48.53465161652388, 34.64886831947357 48.53065823601228, 34.65609541622056 48.53062187313939, 34.65935757871451 48.534578811004884, 34.65539238769055 48.53857229588805, 34.648164495450665 48.538608738534826))"
881f5ab525fffff,Камінь-Каширський,"POLYGON ((24.922341168756276 51.65087781216463, 24.919412724938432 51.6467985209551, 24.924184341208377 51.64326975838885, 24.93188414318656 51.64382010913338, 24.934813172345173 51.64789925968779, 24.93004181429627 51.65142820016362, 24.922341168756276 51.65087781216463))","POLYGON ((24.922341168756276 51.65087781216463, 24.919412724938432 51.6467985209551, 24.924184341208377 51.64326975838885, 24.93188414318656 51.64382010913338, 24.934813172345173 51.64789925968779, 24.93004181429627 51.65142820016362, 24.922341168756276 51.65087781216463))"
881f5aa211fffff,Камінь-Каширський,"POLYGON ((24.913556857675363 51.638638939180034, 24.91062943414219 51.63455864868344, 24.91540068229342 51.63102959734801, 24.92309909628814 51.63158065863834, 24.926027105201943 51.63566080857415, 24.921256114851765 51.63919003779123, 24.913556857675363 51.638638939180034))","POLYGON ((24.913556857675363 51.638638939180034, 24.91062943414219 51.63455864868344, 24.91540068229342 51.63102959734801, 24.92309909628814 51.63158065863834, 24.926027105201943 51.63566080857415, 24.921256114851765 51.63919003779123, 24.913556857675363 51.638638939180034))"
881f5aa2e3fffff,Камінь-Каширський,"POLYGON ((24.9421775358708 51.61745965414434, 24.93924937716952 51.61337878630425, 24.944017607063035 51.609847513626946, 24.95171373705671 51.6103969311173, 24.95464247997447 51.6144776582575, 24.949874508793368 51.61800910861804, 24.9421775358708 51.61745965414434))","POLYGON ((24.9421775358708 51.61745965414434, 24.93924937716952 51.61337878630425, 24.944017607063035 51.609847513626946, 24.95171373705671 51.6103969311173, 24.95464247997447 51.6144776582575, 24.949874508793368 51.61800910861804, 24.9421775358708 51.61745965414434))"
881f5aa2e1fffff,Камінь-Каширський,"POLYGON ((24.929711408341266 51.620440221363815, 24.926783834257787 51.61635921290158, 24.931552947750703 51.61282858423648, 24.93924937716952 51.61337878630425, 24.9421775358708 51.61745965414434, 24.937408680646783 51.62099046054963, 24.929711408341266 51.620440221363815))","POLYGON ((24.929711408341266 51.620440221363815, 24.926783834257787 51.61635921290158, 24.931552947750703 51.61282858423648, 24.93924937716952 51.61337878630425, 24.9421775358708 51.61745965414434, 24.937408680646783 51.62099046054963, 24.929711408341266 51.620440221363815))"
881e6e41d7fffff,Канів,"POLYGON ((31.441883589916046 49.7364860838589, 31.438703757585444 49.732485435668764, 31.44295762936487 49.728634335284276, 31.45039087092323 49.72878374856772, 31.453571068930827 49.73278422329415, 31.449317659809434 49.736635458203665, 31.441883589916046 49.7364860838589))","POLYGON ((31.441883589916046 49.7364860838589, 31.438703757585444 49.732485435668764, 31.44295762936487 49.728634335284276, 31.45039087092323 49.72878374856772, 31.453571068930827 49.73278422329415, 31.449317659809434 49.736635458203665, 31.441883589916046 49.7364860838589))"
881e6e4087fffff,Канів,"POLYGON ((31.4960334234646 49.7493703451893, 31.492850580176572 49.74537228798975, 31.49710160291734 49.74152012407363, 31.50453500455748 49.74166588317588, 31.507718211985303 49.745663766691386, 31.503467653739573 49.74951606479139, 31.4960334234646 49.7493703451893))","POLYGON ((31.4960334234646 49.7493703451893, 31.492850580176572 49.74537228798975, 31.49710160291734 49.74152012407363, 31.50453500455748 49.74166588317588, 31.507718211985303 49.745663766691386, 31.503467653739573 49.74951606479139, 31.4960334234646 49.7493703451893))"
881e6e408bfffff,Канів,"POLYGON ((31.505583869155796 49.761362445471235, 31.50240006792581 49.757365423964096, 31.506651158042793 49.7535135173361, 31.514085584552497 49.753658498055884, 31.517269749748582 49.757655345836724, 31.513019124575294 49.76150738662677, 31.505583869155796 49.761362445471235))","POLYGON ((31.505583869155796 49.761362445471235, 31.50240006792581 49.757365423964096, 31.506651158042793 49.7535135173361, 31.514085584552497 49.753658498055884, 31.517269749748582 49.757655345836724, 31.513019124575294 49.76150738662677, 31.505583869155796 49.761362445471235))"
