store_location_id,company_id,position,country,state,latitude,longitude,localization,status,main_destination_id,pickup_destinations_ids,shopNumber,old_slid,is_warehouse,city_id,is_kik,is_pickup,shopFormat,lang_code,name,description,city,pickup_address,pickup_phone,pickup_time,meta_title,meta_description,time_delivery,name_sort,country_title,id,text
2124,1,9980,UA,30,50.452173,30.487222,,A,10,10,2124,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Златоустівська, 44/22",,Київ,,380676749541,ПН - НД 8:00 - 21:00,,,3,,Україна,2124,"Аврора #2124 Київ, вул. Златоустівська, 44/22"
2130,1,10030,UA,30,50.520327,30.515306,,A,10,10,2130,0,N,9825,Y,Y,СТАНДАРТ,uk,"пр-т В. Івасюка, 46-Д",,Київ,,380671996174,ПН - НД 8:00 - 21:00,,,3,,Україна,2130,"Аврора #2130 Київ, пр-т В. Івасюка, 46-Д"
2136,1,10510,UA,30,50.407534,30.517436,,A,10,10,2136,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Голосіївський, 8",,Київ,,380672542403,ПН - НД 7:00 - 21:00,,,3,,Україна,2136,"Аврора #2136 Київ, просп. Голосіївський, 8"
2139,1,10670,UA,30,50.424171,30.42375,,A,10,10,2139,0,N,9825,Y,Y,СТАНДАРТ,uk,"бульв. Гавела Вацлава, 50",,Київ,,380671889919,ПН - НД 8:00 - 21:00,,,3,,Україна,2139,"Аврора #2139 Київ, бульв. Гавела Вацлава, 50"
2140,1,10090,UA,30,50.496432,30.461598,,A,10,10,2140,0,N,9825,Y,Y,СТАНДАРТ,uk,"пл. Петропавлівська, 2",,Київ,,380672004255,ПН - НД 8:00 - 21:00,,,3,,Україна,2140,"Аврора #2140 Київ, пл. Петропавлівська, 2"
2150,1,10330,UA,30,50.45666,30.365065,,A,10,10,2150,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Берестейський, 136",,Київ,,380672105470,ПН - НД 8:00 - 21:00,,,3,,Україна,2150,"Аврора #2150 Київ, просп. Берестейський, 136"
2156,1,10990,UA,30,50.435028,30.592974,,A,10,10,2156,0,N,9825,Y,Y,СТАНДАРТ,uk,"набережна Русанівська, 4",,Київ,,380671001078,ПН - НД 8:00 - 21:00,,,3,,Україна,2156,"Аврора #2156 Київ, набережна Русанівська, 4"
2163,1,10440,UA,30,50.47184,30.506714,,A,10,10,2163,0,N,9825,Y,Y,МАКСІ,uk,"вул. Межигірська, 55/20",,Київ,,380672047274,ПН - НД 8:00 - 21:00,,,3,,Україна,2163,"Аврора #2163 Київ, вул. Межигірська, 55/20"
2166,1,10480,UA,30,50.495617,30.459726,,A,10,10,2166,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Кирилівська, 166",,Київ,,380672133502,ПН - НД 8:00 - 21:00,,,3,,Україна,2166,"Аврора #2166 Київ, вул. Кирилівська, 166"
2169,1,10700,UA,30,50.514037,30.425016,,A,10,10,2169,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Свободи, 26-Г",,Київ,,380671918347,ПН - НД 8:00 - 21:00,,,3,,Україна,2169,"Аврора #2169 Київ, просп. Свободи, 26-Г"
2171,1,10410,UA,30,50.486852,30.469371,,A,10,10,2171,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Петропавлівська, 2",,Київ,,380672122762,ПН - НД 8:00 - 21:00,,,3,,Україна,2171,"Аврора #2171 Київ, вул. Петропавлівська, 2"
2187,1,11060,UA,30,50.421086,30.488952,,A,10,10,2187,0,N,9825,Y,Y,МАКСІ,uk,"вул. Солом'янська, 33",,Київ,,380672698561,ПН - НД 8:00 - 21:00,,,3,,Україна,2187,"Аврора #2187 Київ, вул. Солом'янська, 33"
2195,1,11770,UA,30,50.4580481,30.6134151,,A,10,10,2195,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Малишка Андрія, 5-Г",,Київ,,380672872585,ПН - НД 8:00 - 21:00,,,3,,Україна,2195,"Аврора #2195 Київ, вул. Малишка Андрія, 5-Г"
2197,1,12610,UA,30,50.41994,30.63479,,A,10,10,2197,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Михайла Драгоманова, 1-Н",,Київ,,380675678625,ПН - НД 8:00 - 21:00,,,3,,Україна,2197,"Аврора #2197 Київ, вул. Михайла Драгоманова, 1-Н"
2219,1,10920,UA,30,50.434,30.6462,,A,10,10,2219,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Сиваська, 1-А",,Київ,,380672717753,ПН - НД 8:00 - 21:00,,,3,,Україна,2219,"Аврора #2219 Київ, вул. Сиваська, 1-А"
2223,1,11100,UA,30,50.512058,30.435816,,A,10,10,2223,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Межова, 18",,Київ,,380671188172,ПН - НД 8:00 - 21:00,,,3,,Україна,2223,"Аврора #2223 Київ, вул. Межова, 18"
2233,1,11030,UA,30,50.523051,30.50001,,A,10,10,2233,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Героїв Дніпра , 41-В",,Київ,,380672696773,ПН - НД 8:00 - 21:00,,,3,,Україна,2233,"Аврора #2233 Київ, вул. Героїв Дніпра , 41-В"
2238,1,11230,UA,30,50.391957,30.6031,,A,10,10,2238,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Центральна, 21",,Київ,,380671150322,ПН - НД 8:00 - 21:00,,,3,,Україна,2238,"Аврора #2238 Київ, вул. Центральна, 21"
2239,1,11240,UA,30,50.415363,30.650794,,A,10,10,2239,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Тростянецька, 6-Д",,Київ,,380671493122,ПН - НД 9:00 - 21:00,,,3,,Україна,2239,"Аврора #2239 Київ, вул. Тростянецька, 6-Д"
2241,1,12930,UA,30,50.5195884,30.6082664,,A,10,10,2241,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Бальзака Оноре де, 66",,Київ,,380671745661,ПН - НД 8:00 - 21:00,,,3,,Україна,2241,"Аврора #2241 Київ, вул. Бальзака Оноре де, 66"
2248,1,12090,UA,30,50.449605,30.597118,,A,10,10,2248,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Окіпної Раїси, 3",,Київ,,380672921345,ПН - НД 8:00 - 21:00,,,3,,Україна,2248,"Аврора #2248 Київ, вул. Окіпної Раїси, 3"
2252,1,11140,UA,30,50.449694,30.477766,,A,10,10,2252,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Берестейський, 18",,Київ,,380981837802,ПН - НД 8:00 - 21:00,,,3,,Україна,2252,"Аврора #2252 Київ, просп. Берестейський, 18"
2253,1,11450,UA,30,50.411679,30.543792,,A,10,10,2253,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Андрія Верхогляда, 14-А",,Київ,,380672795958,ПН - НД 8:00 - 21:00,,,3,,Україна,2253,"Аврора #2253 Київ, вул. Андрія Верхогляда, 14-А"
2262,1,11800,UA,30,50.517467,30.463794,,A,10,10,2262,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Полярна, 8",,Київ,,380671219553,ПН - НД 8:00 - 21:00,,,3,,Україна,2262,"Аврора #2262 Київ, вул. Полярна, 8"
2263,1,11180,UA,30,50.509083,30.449285,,A,10,10,2263,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Вишгородська, 45",,Київ,,380672776926,ПН - НД 9:00 - 21:00,,,3,,Україна,2263,"Аврора #2263 Київ, вул. Вишгородська, 45"
2269,1,12000,UA,30,50.5230884,30.492915,,A,10,10,2269,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Героїв Дніпра , 31-А",,Київ,,380671949964,ПН - НД 8:00 - 21:00,,,3,,Україна,2269,"Аврора #2269 Київ, вул. Героїв Дніпра , 31-А"
2273,1,12140,UA,30,50.41641,30.546087,,A,10,10,2273,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Німанська, 6",,Київ,,380674946269,ПН - НД 8:00 - 21:00,,,3,,Україна,2273,"Аврора #2273 Київ, вул. Німанська, 6"
2282,1,11620,UA,30,50.4323679,30.3851381,,A,10,10,2282,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Ю. Гната, 7-Д",,Київ,,380672813501,ПН - НД 8:00 - 21:00,,,3,,Україна,2282,"Аврора #2282 Київ, вул. Ю. Гната, 7-Д"
2285,1,12380,UA,30,50.435443,30.377828,,A,10,10,2285,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Коласа Якуба, 15",,Київ,,380673045841,ПН - НД 8:00 - 21:00,,,3,,Україна,2285,"Аврора #2285 Київ, вул. Коласа Якуба, 15"
2293,1,11270,UA,30,50.429472,30.615621,,A,10,10,2293,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Березняківська, 16",,Київ,,380671315748,ПН - НД 8:00 - 21:00,,,3,,Україна,2293,"Аврора #2293 Київ, вул. Березняківська, 16"
2299,1,12570,UA,30,50.430021,30.65236,,A,10,10,2299,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Ялтинська, 5",,Київ,,380671950833,ПН - НД 8:00 - 21:00,,,3,,Україна,2299,"Аврора #2299 Київ, вул. Ялтинська, 5"
2311,1,11500,UA,30,50.436132,30.507549,,A,10,10,2311,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Саксаганського, 57-Б",,Київ,,380672795637,ПН - НД 8:00 - 21:00,,,3,,Україна,2311,"Аврора #2311 Київ, вул. Саксаганського, 57-Б"
2312,1,11680,UA,30,50.378638,30.448667,,A,10,10,2312,0,N,9825,Y,Y,МАКСІ,uk,"вул. Лятошинського композитора, 14",,Київ,,380672849875,ПН - НД 8:00 - 21:00,,,3,,Україна,2312,"Аврора #2312 Київ, вул. Лятошинського композитора, 14"
2314,1,11560,UA,30,50.455425,30.351916,,A,10,10,2314,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Берестейський, 142-А",,Київ,,380672794439,ПН - НД 8:00 - 21:00,,,3,,Україна,2314,"Аврора #2314 Київ, просп. Берестейський, 142-А"
2315,1,11520,UA,30,50.429734,30.384979,,A,10,10,2315,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Курбаса Леся, 4-В",,Київ,,380672790839,ПН - НД 9:00 - 21:00,,,3,,Україна,2315,"Аврора #2315 Київ, просп. Курбаса Леся, 4-В"
2334,1,12260,UA,30,50.390103,30.480451,,A,10,10,2334,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Юлії Здановської, 32-А",,Київ,,380672986056,ПН - НД 8:00 - 21:00,,,3,,Україна,2334,"Аврора #2334 Київ, вул. Юлії Здановської, 32-А"
2336,1,11960,UA,30,50.5034909,30.4540841,,A,10,10,2336,0,N,9825,Y,Y,СТАНДАРТ,uk,"пров. Попова, 2-В",,Київ,,380671731112,ПН - НД 8:00 - 21:00,,,3,,Україна,2336,"Аврора #2336 Київ, пров. Попова, 2-В"
2338,1,12360,UA,30,50.456136,30.593669,,A,10,10,2338,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Андрія Шептицького Митрополита, 22",,Київ,,380673048631,ПН - НД 9:00 - 21:00,,,3,,Україна,2338,"Аврора #2338 Київ, вул. Андрія Шептицького Митрополита, 22"
2353,1,13070,UA,30,50.4720894,30.3374664,,A,10,10,2353,0,N,9825,Y,Y,СТАНДАРТ,uk," вул. Підлісна, 1",,Київ,,380671800672,ПН - НД 8:00 - 21:00,,,3,,Україна,2353,"Аврора #2353 Київ,  вул. Підлісна, 1"
2361,1,12330,UA,30,50.440863,30.550073,,A,10,10,2361,0,N,9825,Y,Y,СТАНДАРТ,uk,"площа. Слави, ",,Київ,,380671038269,ПН - НД 8:00 - 21:00,,,3,,Україна,2361,"Аврора #2361 Київ, площа. Слави, "
2375,1,12990,UA,30,50.4808143,30.4529468,,A,10,10,2375,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. О. Теліги, 39-Б",,Київ,,380671811469,ПН - НД 8:00 - 21:00,,,3,,Україна,2375,"Аврора #2375 Київ, вул. О. Теліги, 39-Б"
2385,1,12620,UA,30,50.408122,30.655627,,A,10,10,2385,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Вербицького Архітектора, 18",,Київ,,380676219725,ПН - НД 8:00 - 21:00,,,3,,Україна,2385,"Аврора #2385 Київ, вул. Вербицького Архітектора, 18"
2410,1,12390,UA,30,50.4029412,30.5622623,,A,10,10,2410,0,N,9825,Y,Y,СТАНДАРТ,uk,"дорога Набережно-Печерська, 10-Г",,Київ,,380673089139,ПН - НД 8:00 - 21:00,,,3,,Україна,2410,"Аврора #2410 Київ, дорога Набережно-Печерська, 10-Г"
2419,1,13020,UA,30,50.493644,30.576222,,A,10,10,2419,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Вершигори Петра, 1",,Київ,,380671755832,ПН - НД 8:00 - 21:00,,,3,,Україна,2419,"Аврора #2419 Київ, вул. Вершигори Петра, 1"
2425,1,12770,UA,30,50.4928778,30.4635142,,A,10,10,2425,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Кирилівська, 154",,Київ,,380671034404,ПН - НД 8:00 - 21:00,,,3,,Україна,2425,"Аврора #2425 Київ, вул. Кирилівська, 154"
2438,1,13090,UA,30,50.412612,30.411043,,A,10,10,2438,0,N,9825,Y,Y,МАКСІ,uk,"просп. Корольова Академіка, 3",,Київ,,380672006647,ПН - НД 8:00 - 21:00,,,3,,Україна,2438,"Аврора #2438 Київ, просп. Корольова Академіка, 3"
2448,1,13360,UA,30,50.4333908,30.6068955,,A,10,10,2448,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Миколайчука Івана, 15-А",,Київ,,380675363205,ПН - НД 8:00 - 21:00,,,3,,Україна,2448,"Аврора #2448 Київ, вул. Миколайчука Івана, 15-А"
2462,1,13150,UA,30,50.4531865,30.6256677,,A,10,10,2462,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Вінстона Черчилля, 22",,Київ,,380671418797,ПН - НД 8:00 - 21:00,,,3,,Україна,2462,"Аврора #2462 Київ, вул. Вінстона Черчилля, 22"
2478,1,13350,UA,30,50.464962,30.352419,,A,10,10,2478,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Академика Єфремова, 8-А",,Київ,,380673580702,ПН - НД 8:00 - 21:00,,,3,,Україна,2478,"Аврора #2478 Київ, вул. Академика Єфремова, 8-А"
2491,1,13470,UA,30,50.385795,30.489897,,A,10,10,2491,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Голосіївський, 89",,Київ,,380673588010,ПН - НД 8:00 - 21:00,,,3,,Україна,2491,"Аврора #2491 Київ, просп. Голосіївський, 89"
2492,1,13670,UA,30,50.4557895,30.6132102,,A,10,10,2492,0,N,9825,Y,Y,МАКСІ,uk,"вул. Гетьмана Павла Полуботка, 7-Б, 7-В",,Київ,,380671029745,ПН - НД 8:00 - 21:00,,,3,,Україна,2492,"Аврора #2492 Київ, вул. Гетьмана Павла Полуботка, 7-Б, 7-В"
2494,1,13710,UA,30,50.531049,30.608071,,A,10,10,2494,0,N,9825,Y,Y,МАКСІ,uk,"вул. Бальзака Оноре де, 85",,Київ,,380674964278,ПН - НД 9:00 - 21:00,,,3,,Україна,2494,"Аврора #2494 Київ, вул. Бальзака Оноре де, 85"
2495,1,14190,UA,30,50.415224,30.52185,,A,10,10,2495,0,N,9825,Y,Y,МАКСІ,uk,"вул. Антоновича, 165",,Київ,,380671310122,ПН - НД 8:00 - 21:00,,,3,,Україна,2495,"Аврора #2495 Київ, вул. Антоновича, 165"
2502,1,13630,UA,30,50.411667,30.645807,,A,10,10,2502,0,N,9825,Y,Y,МАКСІ,uk,"вул. Ревуцького, 12/1",,Київ,,380673881910,ПН - НД 8:00 - 21:00,,,3,,Україна,2502,"Аврора #2502 Київ, вул. Ревуцького, 12/1"
2514,1,14060,UA,30,50.470784,30.40619,,A,10,10,2514,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Щербаківського Данила, 52",,Київ,,380674585286,ПН - НД 8:00 - 21:00,,,3,,Україна,2514,"Аврора #2514 Київ, вул. Щербаківського Данила, 52"
2534,1,14070,UA,30,50.4246486,30.4729497,,A,10,10,2534,0,N,9825,Y,Y,СТАНДАРТ,uk," вул. Преображенська, 15",,Київ,,380671215603,ПН - НД 8:00 - 21:00,,,3,,Україна,2534,"Аврора #2534 Київ,  вул. Преображенська, 15"
2540,1,14430,UA,30,50.436284,30.409996,,A,10,10,2540,0,N,9825,Y,Y,СТАНДАРТ,uk,"бульв. Гавела Вацлава, 18-В",,Київ,,380970001597,ПН - НД 8:00 - 21:00,,,3,,Україна,2540,"Аврора #2540 Київ, бульв. Гавела Вацлава, 18-В"
2542,1,14440,UA,30,50.400234,30.507859,,A,10,10,2542,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Деміївська, 43",,Київ,,380970003182,ПН - НД 8:00 - 21:00,,,3,,Україна,2542,"Аврора #2542 Київ, вул. Деміївська, 43"
2543,1,14560,UA,30,50.478155,30.440436,,A,10,10,2543,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Сальського Володимира, 11",,Київ,,380970002548,ПН - НД 8:00 - 21:00,,,3,,Україна,2543,"Аврора #2543 Київ, вул. Сальського Володимира, 11"
2544,1,14160,UA,30,50.504989,30.449113,,A,10,10,2544,0,N,9825,Y,Y,МАКСІ,uk,"просп. Правди, 3-А",,Київ,,380970002079,ПН - НД 8:00 - 21:00,,,3,,Україна,2544,"Аврора #2544 Київ, просп. Правди, 3-А"
2548,1,14180,UA,30,50.482338,30.593363,,A,10,10,2548,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Воскресенський, 15",,Київ,,380970001763,ПН - НД 8:00 - 21:00,,,3,,Україна,2548,"Аврора #2548 Київ, просп. Воскресенський, 15"
2553,1,14310,UA,30,50.42873,30.604617,,A,10,10,2553,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Тичини Павла, 18-В",,Київ,,380970002614,ПН - НД 8:00 - 21:00,,,3,,Україна,2553,"Аврора #2553 Київ, просп. Тичини Павла, 18-В"
2556,1,14670,UA,30,50.505078,30.600831,,A,10,10,2556,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Червоної Калини, 14/12-Б,В",,Київ,,380970001286,ПН - НД 8:00 - 21:00,,,3,,Україна,2556,"Аврора #2556 Київ, просп. Червоної Калини, 14/12-Б,В"
2559,1,14150,UA,30,50.462825,30.644516,,A,10,10,2559,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Гетьмана Павла Полуботка, 90/2",,Київ,,380970002358,ПН - НД 8:00 - 21:00,,,3,,Україна,2559,"Аврора #2559 Київ, вул. Гетьмана Павла Полуботка, 90/2"
2565,1,14390,UA,30,50.397859,30.64133,,A,10,10,2565,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Мишуги Олександра, 2",,Київ,,380672973205,ПН - НД 8:00 - 21:00,,,3,,Україна,2565,"Аврора #2565 Київ, вул. Мишуги Олександра, 2"
2574,1,14230,UA,30,50.482811,30.631776,,A,10,10,2574,0,N,9825,Y,Y,СТАНДАРТ,uk,"просп. Лісовий, 25-Д",,Київ,,380676575344,ПН - НД 8:00 - 21:00,,,3,,Україна,2574,"Аврора #2574 Київ, просп. Лісовий, 25-Д"
2576,1,15220,,Київ,50.460041,30.632178,,A,10,10,2576,0,N,9825,N,Y,СТАНДАРТ,uk,"вул. Гетьмана Павла Полуботка, 50-А",,Київ,,380671360674,ПН - НД 8:00 - 21:00,,,,,,2576,"Аврора #2576 Київ, вул. Гетьмана Павла Полуботка, 50-А"
2584,1,14380,UA,30,50.474332,30.636024,,A,10,10,2584,0,N,9825,Y,Y,СТАНДАРТ,uk,"вул. Шолом-Алейхема, 17",,Київ,,380672800704,ПН - НД 8:00 - 21:00,,,3,,Україна,2584,"Аврора #2584 Київ, вул. Шолом-Алейхема, 17"
